EmployeeID,Name,Department,JobRole,WorkHours,Leaves,Stress,Health,Productivity,Timestamp,JobSatisfaction,BurnoutFeeling,Feedback
EMP00483,Employee_483,Operations,Developer,50,1,4,8,6,2024-05-20 00:00:00,3,No,Good work-life balance
EMP00484,Employee_484,Marketing,Analyst,33,2,7,5,6,2024-10-29 00:00:00,5,Sometimes,Need better management support
EMP00485,Employee_485,IT,Developer,36,1,6,9,9,2024-06-12 00:00:00,10,Sometimes,Workload is manageable
EMP00486,Employee_486,HR,Intern,61,8,4,8,9,2024-05-17 00:00:00,10,No,Career growth opportunities needed
EMP00487,Employee_487,Operations,Analyst,62,2,2,5,9,2024-06-26 00:00:00,2,No,Satisfied with current role
EMP00488,Employee_488,Operations,Intern,69,12,4,4,4,2024-01-01 00:00:00,8,Often,Feeling stressed recently
EMP00489,Employee_489,IT,Intern,67,4,5,7,9,2024-03-11 00:00:00,7,Often,Good work-life balance
EMP00490,Employee_490,Other,Executive,38,0,9,4,5,2024-10-20 00:00:00,8,Often,Career growth opportunities needed
EMP00491,Employee_491,Marketing,Manager,53,0,2,8,3,2024-07-11 00:00:00,3,No,Satisfied with current role
EMP00492,Employee_492,Operations,Analyst,50,12,4,5,5,2024-02-02 00:00:00,5,No,Career growth opportunities needed
EMP00493,Employee_493,IT,Developer,30,12,9,7,4,2024-03-01 00:00:00,4,Often,Feeling stressed recently
EMP00494,Employee_494,Finance,Developer,60,6,1,8,4,2024-12-28 00:00:00,8,No,Good work-life balance
EMP00495,Employee_495,Operations,Developer,64,7,3,4,4,2024-11-01 00:00:00,3,No,Need better management support
EMP00496,Employee_496,Finance,Team Lead,69,1,10,7,7,2024-09-30 00:00:00,8,Often,Satisfied with current role
EMP00497,Employee_497,Finance,Intern,58,8,3,8,7,2024-08-24 00:00:00,7,No,Good work-life balance
EMP00498,Employee_498,Finance,Manager,66,9,1,8,7,2024-09-15 00:00:00,6,Often,Workload is manageable
EMP00499,Employee_499,Operations,Analyst,38,6,8,5,10,2024-04-10 00:00:00,3,Often,Feeling stressed recently
EMP00500,Employee_500,Other,Executive,66,2,4,8,10,2024-09-05 00:00:00,4,Often,Need better management support
EMP00501,Employee_501,Finance,Analyst,37,10,2,7,4,2024-02-23 00:00:00,5,No,Feeling stressed recently
EMP00502,Employee_502,HR,Manager,59,4,6,6,5,2024-09-06 00:00:00,10,Sometimes,Career growth opportunities needed
EMP00503,Employee_503,Finance,Team Lead,69,9,1,7,4,2024-12-02 00:00:00,10,Often,Satisfied with current role
EMP00504,Employee_504,HR,Team Lead,55,5,9,9,3,2024-09-08 00:00:00,3,Often,Feeling stressed recently
EMP00505,Employee_505,Finance,Executive,46,3,2,10,7,2024-10-29 00:00:00,3,No,Workload is manageable
EMP00506,Employee_506,HR,Executive,37,5,1,6,6,2024-12-03 00:00:00,5,No,Feeling stressed recently
EMP00507,Employee_507,IT,Intern,49,3,7,8,3,2024-07-29 00:00:00,6,Sometimes,Satisfied with current role
EMP00508,Employee_508,HR,Analyst,41,7,1,4,3,2024-01-18 00:00:00,10,No,Satisfied with current role
EMP00509,Employee_509,Other,Intern,48,0,8,10,10,2024-11-29 00:00:00,3,Often,Good work-life balance
EMP00510,Employee_510,Marketing,Executive,67,4,2,7,6,2024-10-07 00:00:00,6,Often,Workload is manageable
EMP00511,Employee_511,HR,Developer,46,7,8,6,5,2024-05-05 00:00:00,7,Often,Need better management support
EMP00512,Employee_512,Marketing,Analyst,75,1,10,7,10,2024-07-30 00:00:00,7,Often,Feeling stressed recently
EMP00513,Employee_513,IT,Executive,51,10,10,4,5,2024-03-27 00:00:00,9,Often,Good work-life balance
EMP00514,Employee_514,Marketing,Intern,73,9,8,10,4,2024-03-04 00:00:00,6,Often,Career growth opportunities needed
EMP00515,Employee_515,HR,Team Lead,68,6,1,5,3,2024-03-24 00:00:00,1,Often,Feeling stressed recently
EMP00516,Employee_516,Operations,Intern,58,2,7,9,8,2024-05-26 00:00:00,2,Sometimes,Workload is manageable
EMP00517,Employee_517,Operations,Intern,58,6,5,4,6,2024-03-04 00:00:00,7,Sometimes,Good work-life balance
EMP00518,Employee_518,IT,Developer,60,3,9,10,8,2024-08-23 00:00:00,9,Often,Feeling stressed recently
EMP00519,Employee_519,Other,Team Lead,68,2,4,4,9,2024-04-11 00:00:00,6,Often,Good work-life balance
EMP00520,Employee_520,Marketing,Manager,64,4,3,9,8,2024-10-13 00:00:00,4,No,Feeling stressed recently
EMP00521,Employee_521,IT,Manager,37,8,8,6,9,2024-02-28 00:00:00,10,Often,Good work-life balance
EMP00522,Employee_522,IT,Analyst,46,4,4,10,4,2024-08-24 00:00:00,3,No,Workload is manageable
EMP00523,Employee_523,Operations,Developer,47,4,6,7,3,2024-01-09 00:00:00,4,Sometimes,Need better management support
EMP00524,Employee_524,Operations,Executive,47,8,6,6,7,2024-07-01 00:00:00,9,Sometimes,Career growth opportunities needed
EMP00525,Employee_525,Finance,Team Lead,65,4,2,7,3,2024-01-08 00:00:00,6,No,Need better management support
EMP00526,Employee_526,Finance,Intern,42,1,1,10,6,2024-12-21 00:00:00,10,No,Need better management support
EMP00527,Employee_527,HR,Analyst,46,3,4,4,9,2024-02-29 00:00:00,6,No,Career growth opportunities needed
EMP00528,Employee_528,Finance,Executive,43,0,10,5,8,2024-10-01 00:00:00,5,Often,Workload is manageable
EMP00529,Employee_529,Other,Executive,74,1,8,8,7,2024-12-27 00:00:00,1,Often,Good work-life balance
EMP00530,Employee_530,IT,Analyst,57,1,6,8,9,2024-06-16 00:00:00,8,Sometimes,Need better management support
EMP00531,Employee_531,HR,Intern,65,10,1,7,4,2024-04-22 00:00:00,3,No,Career growth opportunities needed
EMP00532,Employee_532,Operations,Team Lead,40,8,5,5,5,2024-09-06 00:00:00,6,Sometimes,Workload is manageable
EMP00533,Employee_533,Other,Intern,52,0,6,7,3,2024-04-21 00:00:00,10,Sometimes,Workload is manageable
EMP00534,Employee_534,Finance,Analyst,31,8,1,8,9,2024-01-05 00:00:00,1,No,Feeling stressed recently
EMP00535,Employee_535,Other,Intern,56,3,6,9,9,2024-07-21 00:00:00,2,Sometimes,Feeling stressed recently
EMP00536,Employee_536,IT,Developer,73,8,3,7,7,2024-06-29 00:00:00,5,Often,Good work-life balance
EMP00537,Employee_537,Operations,Executive,63,12,3,5,4,2024-09-29 00:00:00,6,No,Need better management support
EMP00538,Employee_538,Other,Analyst,39,7,1,9,6,2024-03-02 00:00:00,8,No,Feeling stressed recently
EMP00539,Employee_539,IT,Team Lead,34,1,5,8,5,2024-02-17 00:00:00,9,Sometimes,Feeling stressed recently
EMP00540,Employee_540,Marketing,Intern,63,4,9,6,9,2024-01-13 00:00:00,9,Often,Need better management support
EMP00541,Employee_541,Finance,Analyst,70,3,9,9,10,2024-06-10 00:00:00,1,Often,Satisfied with current role
EMP00542,Employee_542,Finance,Analyst,30,4,10,8,7,2024-08-13 00:00:00,3,Often,Workload is manageable
EMP00543,Employee_543,IT,Manager,65,11,4,9,4,2024-05-29 00:00:00,9,No,Satisfied with current role
EMP00544,Employee_544,Other,Developer,58,2,2,8,7,2024-12-31 00:00:00,1,No,Career growth opportunities needed
EMP00545,Employee_545,Finance,Analyst,63,2,10,6,7,2024-11-06 00:00:00,7,Often,Career growth opportunities needed
EMP00546,Employee_546,Operations,Analyst,58,8,8,5,3,2024-10-02 00:00:00,4,Often,Career growth opportunities needed
EMP00547,Employee_547,Marketing,Manager,70,4,5,10,3,2024-04-02 00:00:00,1,Often,Good work-life balance
EMP00548,Employee_548,IT,Intern,60,7,9,7,8,2024-11-11 00:00:00,4,Often,Need better management support
EMP00549,Employee_549,HR,Manager,31,0,10,10,10,2024-04-13 00:00:00,1,Often,Feeling stressed recently
EMP00550,Employee_550,IT,Analyst,41,0,7,5,3,2024-03-22 00:00:00,10,Sometimes,Feeling stressed recently
EMP00551,Employee_551,Operations,Manager,68,8,7,8,8,2024-07-13 00:00:00,6,Often,Satisfied with current role
EMP00552,Employee_552,HR,Developer,39,6,4,7,4,2024-10-27 00:00:00,3,No,Need better management support
EMP00553,Employee_553,Marketing,Executive,67,8,7,7,8,2024-11-12 00:00:00,10,Often,Career growth opportunities needed
EMP00554,Employee_554,Operations,Team Lead,66,1,10,8,9,2024-05-15 00:00:00,7,Often,Need better management support
EMP00555,Employee_555,Marketing,Developer,70,1,6,8,3,2024-08-04 00:00:00,8,Often,Need better management support
EMP00556,Employee_556,IT,Analyst,54,12,10,6,5,2024-07-23 00:00:00,6,Often,Feeling stressed recently
EMP00557,Employee_557,Operations,Developer,70,2,7,7,4,2024-01-17 00:00:00,3,Often,Need better management support
EMP00558,Employee_558,Other,Analyst,69,4,4,4,3,2024-01-04 00:00:00,8,Often,Career growth opportunities needed
EMP00559,Employee_559,Operations,Analyst,32,8,10,10,8,2024-06-17 00:00:00,4,Often,Career growth opportunities needed
EMP00560,Employee_560,IT,Analyst,73,0,5,6,5,2024-07-31 00:00:00,1,Often,Need better management support
EMP00561,Employee_561,HR,Team Lead,55,10,1,7,7,2024-06-30 00:00:00,8,No,Need better management support
EMP00562,Employee_562,Other,Executive,40,8,1,8,4,2024-09-19 00:00:00,1,No,Feeling stressed recently
EMP00563,Employee_563,Other,Manager,51,11,5,9,6,2024-02-13 00:00:00,5,Sometimes,Need better management support
EMP00564,Employee_564,Marketing,Intern,54,8,5,10,7,2024-01-26 00:00:00,8,Sometimes,Feeling stressed recently
EMP00565,Employee_565,Marketing,Team Lead,36,3,6,5,3,2024-06-21 00:00:00,4,Sometimes,Good work-life balance
EMP00566,Employee_566,Marketing,Analyst,36,3,7,8,10,2024-02-12 00:00:00,8,Sometimes,Feeling stressed recently
EMP00567,Employee_567,IT,Analyst,65,4,10,7,3,2024-04-15 00:00:00,8,Often,Satisfied with current role
EMP00568,Employee_568,Other,Team Lead,45,10,3,10,3,2024-02-17 00:00:00,2,No,Feeling stressed recently
EMP00569,Employee_569,Marketing,Manager,72,7,4,5,9,2024-08-04 00:00:00,2,Often,Satisfied with current role
EMP00570,Employee_570,HR,Developer,70,3,1,4,9,2024-09-03 00:00:00,9,Often,Need better management support
EMP00571,Employee_571,Operations,Executive,71,1,1,6,6,2024-09-21 00:00:00,8,Often,Career growth opportunities needed
EMP00572,Employee_572,HR,Team Lead,42,5,5,8,5,2024-12-01 00:00:00,5,Sometimes,Need better management support
EMP00573,Employee_573,Finance,Executive,74,3,3,6,10,2024-10-01 00:00:00,5,Often,Need better management support
EMP00574,Employee_574,IT,Team Lead,74,7,3,7,7,2024-05-31 00:00:00,7,Often,Workload is manageable
EMP00575,Employee_575,Finance,Analyst,50,10,6,5,3,2024-10-08 00:00:00,5,Sometimes,Satisfied with current role
EMP00576,Employee_576,Finance,Manager,65,1,2,4,7,2024-11-23 00:00:00,8,No,Satisfied with current role
EMP00577,Employee_577,Marketing,Manager,53,0,2,6,9,2024-08-03 00:00:00,8,No,Career growth opportunities needed
EMP00578,Employee_578,Operations,Team Lead,66,4,1,4,4,2024-01-15 00:00:00,8,Often,Career growth opportunities needed
EMP00579,Employee_579,IT,Developer,75,5,4,10,7,2024-03-03 00:00:00,4,Often,Workload is manageable
EMP00580,Employee_580,HR,Intern,66,11,9,10,3,2024-11-14 00:00:00,6,Often,Workload is manageable
EMP00581,Employee_581,IT,Analyst,39,9,9,4,6,2024-10-10 00:00:00,1,Often,Career growth opportunities needed
EMP00582,Employee_582,Finance,Analyst,33,4,5,8,10,2024-06-21 00:00:00,1,Sometimes,Feeling stressed recently
EMP00583,Employee_583,Marketing,Team Lead,53,12,2,8,5,2024-11-10 00:00:00,1,No,Career growth opportunities needed
EMP00584,Employee_584,HR,Manager,72,12,1,8,6,2024-04-24 00:00:00,2,Often,Need better management support
EMP00585,Employee_585,IT,Executive,43,11,3,4,8,2024-03-20 00:00:00,1,No,Workload is manageable
EMP00586,Employee_586,Operations,Executive,37,7,6,7,6,2024-02-29 00:00:00,4,Sometimes,Good work-life balance
EMP00587,Employee_587,Marketing,Team Lead,49,4,10,6,9,2024-09-08 00:00:00,5,Often,Satisfied with current role
EMP00588,Employee_588,HR,Intern,60,7,1,7,7,2024-10-23 00:00:00,7,No,Satisfied with current role
EMP00589,Employee_589,HR,Manager,38,4,8,9,6,2024-05-10 00:00:00,7,Often,Career growth opportunities needed
EMP00590,Employee_590,Finance,Team Lead,39,10,7,10,5,2024-05-17 00:00:00,5,Sometimes,Feeling stressed recently
EMP00591,Employee_591,Finance,Executive,63,7,8,9,5,2024-11-08 00:00:00,4,Often,Workload is manageable
EMP00592,Employee_592,Other,Analyst,33,8,1,9,5,2024-07-24 00:00:00,2,No,Career growth opportunities needed
EMP00593,Employee_593,Other,Analyst,33,6,2,10,10,2024-04-28 00:00:00,7,No,Workload is manageable
EMP00594,Employee_594,Finance,Executive,44,1,3,9,7,2024-06-22 00:00:00,9,No,Satisfied with current role
EMP00595,Employee_595,IT,Manager,54,6,6,8,10,2024-01-12 00:00:00,9,Sometimes,Need better management support
EMP00596,Employee_596,Marketing,Executive,70,5,2,5,6,2024-04-06 00:00:00,7,Often,Workload is manageable
EMP00597,Employee_597,Marketing,Executive,60,2,7,8,6,2024-01-06 00:00:00,7,Sometimes,Feeling stressed recently
EMP00598,Employee_598,IT,Intern,30,8,7,7,9,2024-05-28 00:00:00,8,Sometimes,Career growth opportunities needed
EMP00599,Employee_599,Finance,Developer,62,12,4,4,10,2024-06-01 00:00:00,7,No,Workload is manageable
EMP00600,Employee_600,IT,Intern,62,10,7,9,5,2024-12-23 00:00:00,7,Sometimes,Feeling stressed recently
EMP00601,Employee_601,HR,Analyst,67,6,2,8,7,2024-06-20 00:00:00,1,Often,Feeling stressed recently
EMP00602,Employee_602,Other,Team Lead,41,4,4,9,9,2024-11-07 00:00:00,5,No,Workload is manageable
EMP00603,Employee_603,IT,Team Lead,47,7,7,4,3,2024-05-31 00:00:00,5,Sometimes,Need better management support
EMP00604,Employee_604,Finance,Intern,66,12,3,7,3,2024-02-20 00:00:00,3,Often,Need better management support
EMP00605,Employee_605,Marketing,Analyst,37,1,3,5,6,2024-01-20 00:00:00,3,No,Workload is manageable
EMP00606,Employee_606,Marketing,Developer,35,6,3,4,5,2024-11-29 00:00:00,8,No,Workload is manageable
EMP00607,Employee_607,Finance,Analyst,45,9,8,5,10,2024-06-02 00:00:00,8,Often,Feeling stressed recently
EMP00608,Employee_608,Finance,Analyst,36,1,3,6,7,2024-07-23 00:00:00,7,No,Workload is manageable
EMP00609,Employee_609,Operations,Analyst,51,11,1,8,7,2024-01-02 00:00:00,1,No,Feeling stressed recently
EMP00610,Employee_610,HR,Executive,38,10,3,5,9,2024-10-24 00:00:00,7,No,Feeling stressed recently
EMP00611,Employee_611,Operations,Executive,35,5,1,5,3,2024-06-01 00:00:00,10,No,Need better management support
EMP00612,Employee_612,Finance,Manager,65,3,10,4,5,2024-07-21 00:00:00,7,Often,Good work-life balance
EMP00613,Employee_613,Other,Intern,70,4,8,6,3,2024-01-12 00:00:00,6,Often,Good work-life balance
EMP00614,Employee_614,Marketing,Developer,53,9,5,7,7,2024-12-13 00:00:00,9,Sometimes,Career growth opportunities needed
EMP00615,Employee_615,Other,Intern,71,3,7,5,5,2024-02-18 00:00:00,4,Often,Feeling stressed recently
EMP00616,Employee_616,HR,Intern,54,0,7,10,9,2024-03-08 00:00:00,1,Sometimes,Need better management support
EMP00617,Employee_617,Finance,Developer,35,2,7,5,3,2024-11-06 00:00:00,8,Sometimes,Career growth opportunities needed
EMP00618,Employee_618,IT,Developer,57,9,7,7,6,2024-07-18 00:00:00,8,Sometimes,Need better management support
EMP00619,Employee_619,Operations,Intern,64,9,3,7,10,2024-06-19 00:00:00,9,No,Satisfied with current role
EMP00620,Employee_620,HR,Executive,54,0,2,5,6,2024-04-20 00:00:00,7,No,Feeling stressed recently
EMP00621,Employee_621,Other,Team Lead,59,1,1,8,3,2024-01-15 00:00:00,5,No,Need better management support
EMP00622,Employee_622,Marketing,Team Lead,38,0,10,6,5,2024-01-12 00:00:00,5,Often,Satisfied with current role
EMP00623,Employee_623,IT,Analyst,32,3,3,5,7,2024-03-13 00:00:00,9,No,Satisfied with current role
EMP00624,Employee_624,Marketing,Intern,68,3,3,4,4,2024-07-17 00:00:00,2,Often,Career growth opportunities needed
EMP00625,Employee_625,HR,Executive,58,10,6,7,10,2024-11-22 00:00:00,8,Sometimes,Need better management support
EMP00626,Employee_626,Operations,Team Lead,72,6,5,7,4,2024-04-19 00:00:00,10,Often,Feeling stressed recently
EMP00627,Employee_627,Finance,Developer,71,10,9,9,10,2024-11-17 00:00:00,6,Often,Feeling stressed recently
EMP00628,Employee_628,Finance,Manager,59,6,8,9,7,2024-04-22 00:00:00,2,Often,Good work-life balance
EMP00629,Employee_629,Operations,Manager,51,4,1,8,10,2024-06-24 00:00:00,8,No,Career growth opportunities needed
EMP00630,Employee_630,Marketing,Team Lead,35,6,8,5,6,2024-05-21 00:00:00,8,Often,Good work-life balance
EMP00631,Employee_631,Operations,Executive,66,12,2,5,6,2024-09-14 00:00:00,10,Often,Satisfied with current role
EMP00632,Employee_632,Finance,Manager,60,5,10,7,7,2024-11-17 00:00:00,8,Often,Satisfied with current role
EMP00633,Employee_633,IT,Team Lead,38,12,7,5,4,2024-01-24 00:00:00,8,Sometimes,Need better management support
EMP00634,Employee_634,Marketing,Executive,74,10,1,7,7,2024-03-24 00:00:00,3,Often,Need better management support
EMP00635,Employee_635,Operations,Developer,64,11,2,6,7,2024-11-11 00:00:00,7,No,Good work-life balance
EMP00636,Employee_636,Other,Developer,57,10,5,7,7,2024-11-14 00:00:00,7,Sometimes,Good work-life balance
EMP00637,Employee_637,IT,Manager,47,11,8,9,9,2024-04-28 00:00:00,3,Often,Career growth opportunities needed
EMP00638,Employee_638,HR,Developer,38,10,9,5,4,2024-03-27 00:00:00,4,Often,Need better management support
EMP00639,Employee_639,HR,Intern,51,12,5,4,7,2024-12-10 00:00:00,8,Sometimes,Satisfied with current role
EMP00640,Employee_640,Marketing,Team Lead,47,11,10,5,7,2024-04-07 00:00:00,3,Often,Workload is manageable
EMP00641,Employee_641,Marketing,Intern,47,1,1,10,8,2024-11-08 00:00:00,6,No,Workload is manageable
EMP00642,Employee_642,HR,Intern,64,9,8,8,10,2024-05-04 00:00:00,5,Often,Workload is manageable
EMP00643,Employee_643,IT,Intern,46,2,10,10,9,2024-11-19 00:00:00,4,Often,Career growth opportunities needed
EMP00644,Employee_644,Other,Executive,38,8,6,8,9,2024-04-30 00:00:00,1,Sometimes,Career growth opportunities needed
EMP00645,Employee_645,IT,Executive,34,7,3,4,8,2024-11-18 00:00:00,4,No,Workload is manageable
EMP00646,Employee_646,Finance,Developer,46,2,8,5,3,2024-06-17 00:00:00,8,Often,Good work-life balance
EMP00647,Employee_647,HR,Executive,35,3,2,10,5,2024-06-12 00:00:00,1,No,Feeling stressed recently
EMP00648,Employee_648,HR,Intern,60,5,8,4,8,2024-03-19 00:00:00,3,Often,Career growth opportunities needed
EMP00649,Employee_649,IT,Intern,39,0,6,9,10,2024-10-16 00:00:00,3,Sometimes,Workload is manageable
EMP00650,Employee_650,Finance,Team Lead,36,10,4,9,6,2024-07-15 00:00:00,3,No,Feeling stressed recently
EMP00651,Employee_651,Marketing,Analyst,65,3,5,9,5,2024-10-04 00:00:00,10,Sometimes,Good work-life balance
EMP00652,Employee_652,Operations,Executive,72,12,2,8,5,2024-10-03 00:00:00,8,Often,Good work-life balance
EMP00653,Employee_653,HR,Manager,43,1,1,6,3,2024-05-29 00:00:00,6,No,Good work-life balance
EMP00654,Employee_654,Marketing,Team Lead,69,3,10,5,9,2024-05-29 00:00:00,7,Often,Feeling stressed recently
EMP00655,Employee_655,HR,Developer,42,7,3,8,4,2024-10-18 00:00:00,6,No,Need better management support
EMP00656,Employee_656,Marketing,Developer,52,8,6,9,3,2024-06-11 00:00:00,4,Sometimes,Satisfied with current role
EMP00657,Employee_657,Operations,Executive,58,3,3,10,8,2024-09-15 00:00:00,6,No,Satisfied with current role
EMP00658,Employee_658,Other,Intern,73,12,7,7,3,2024-04-24 00:00:00,9,Often,Good work-life balance
EMP00659,Employee_659,HR,Executive,40,3,8,6,3,2024-09-16 00:00:00,10,Often,Good work-life balance
EMP00660,Employee_660,Operations,Developer,48,7,5,9,7,2024-03-06 00:00:00,2,Sometimes,Need better management support
EMP00661,Employee_661,Other,Developer,75,1,8,4,9,2024-03-02 00:00:00,8,Often,Feeling stressed recently
EMP00662,Employee_662,IT,Intern,67,6,2,10,3,2024-08-07 00:00:00,9,Often,Satisfied with current role
EMP00663,Employee_663,HR,Team Lead,70,10,3,5,7,2024-01-02 00:00:00,6,Often,Need better management support
EMP00664,Employee_664,Marketing,Executive,42,12,2,9,10,2024-11-20 00:00:00,4,No,Good work-life balance
EMP00665,Employee_665,IT,Team Lead,72,6,8,6,8,2024-10-27 00:00:00,6,Often,Feeling stressed recently
EMP00666,Employee_666,IT,Team Lead,47,0,10,6,7,2024-03-29 00:00:00,4,Often,Feeling stressed recently
EMP00667,Employee_667,Finance,Intern,63,0,5,5,7,2024-02-20 00:00:00,4,Sometimes,Workload is manageable
EMP00668,Employee_668,HR,Analyst,71,7,3,8,7,2024-09-10 00:00:00,10,Often,Good work-life balance
EMP00669,Employee_669,Marketing,Team Lead,47,3,6,5,4,2024-07-25 00:00:00,10,Sometimes,Workload is manageable
EMP00670,Employee_670,IT,Analyst,51,5,9,7,8,2024-11-05 00:00:00,10,Often,Need better management support
EMP00671,Employee_671,Other,Analyst,32,2,2,4,9,2024-06-07 00:00:00,9,No,Feeling stressed recently
EMP00672,Employee_672,Finance,Team Lead,31,5,1,10,6,2024-01-12 00:00:00,8,No,Feeling stressed recently
EMP00673,Employee_673,Operations,Executive,58,4,2,8,6,2024-09-09 00:00:00,4,No,Need better management support
EMP00674,Employee_674,Marketing,Team Lead,52,1,1,4,4,2024-04-14 00:00:00,10,No,Workload is manageable
EMP00675,Employee_675,HR,Developer,74,10,7,4,4,2024-06-18 00:00:00,2,Often,Career growth opportunities needed
EMP00676,Employee_676,Operations,Developer,30,2,9,10,4,2024-07-25 00:00:00,6,Often,Workload is manageable
EMP00677,Employee_677,IT,Analyst,51,11,6,10,3,2024-05-23 00:00:00,8,Sometimes,Satisfied with current role
EMP00678,Employee_678,Marketing,Manager,57,7,8,5,3,2024-09-10 00:00:00,2,Often,Feeling stressed recently
EMP00679,Employee_679,IT,Intern,74,5,1,10,6,2024-10-27 00:00:00,4,Often,Feeling stressed recently
EMP00680,Employee_680,IT,Developer,58,7,7,6,9,2024-12-24 00:00:00,2,Sometimes,Workload is manageable
EMP00681,Employee_681,IT,Analyst,66,3,10,7,3,2024-03-31 00:00:00,9,Often,Good work-life balance
EMP00682,Employee_682,Finance,Developer,71,2,6,5,10,2024-04-24 00:00:00,9,Often,Feeling stressed recently
EMP00683,Employee_683,Other,Team Lead,33,4,3,4,5,2024-05-08 00:00:00,3,No,Satisfied with current role
EMP00684,Employee_684,IT,Manager,32,4,2,8,3,2024-03-15 00:00:00,1,No,Career growth opportunities needed
EMP00685,Employee_685,Finance,Manager,62,0,2,7,10,2024-06-17 00:00:00,9,No,Career growth opportunities needed
EMP00686,Employee_686,Finance,Team Lead,66,7,4,7,9,2024-10-31 00:00:00,3,Often,Workload is manageable
EMP00687,Employee_687,HR,Manager,67,10,5,9,9,2024-10-09 00:00:00,1,Often,Career growth opportunities needed
EMP00688,Employee_688,Other,Analyst,41,7,6,9,3,2024-10-03 00:00:00,4,Sometimes,Workload is manageable
EMP00689,Employee_689,Marketing,Manager,73,2,9,6,5,2024-05-13 00:00:00,3,Often,Workload is manageable
EMP00690,Employee_690,Other,Manager,61,9,10,9,4,2024-07-28 00:00:00,10,Often,Good work-life balance
EMP00691,Employee_691,Other,Manager,44,1,2,8,9,2024-06-30 00:00:00,10,No,Good work-life balance
EMP00692,Employee_692,HR,Intern,74,7,9,10,8,2024-05-15 00:00:00,9,Often,Satisfied with current role
EMP00693,Employee_693,Operations,Analyst,35,2,7,8,5,2024-08-08 00:00:00,8,Sometimes,Need better management support
EMP00694,Employee_694,HR,Manager,62,8,8,5,8,2024-07-01 00:00:00,4,Often,Good work-life balance
EMP00695,Employee_695,HR,Intern,62,10,1,7,5,2024-09-20 00:00:00,9,No,Satisfied with current role
EMP00696,Employee_696,Finance,Developer,59,6,1,9,7,2024-12-11 00:00:00,7,No,Feeling stressed recently
EMP00697,Employee_697,Other,Team Lead,33,1,9,9,9,2024-07-20 00:00:00,2,Often,Career growth opportunities needed
EMP00698,Employee_698,HR,Intern,51,1,1,8,10,2024-01-17 00:00:00,9,No,Feeling stressed recently
EMP00699,Employee_699,Other,Executive,40,7,6,6,8,2024-08-04 00:00:00,7,Sometimes,Career growth opportunities needed
EMP00700,Employee_700,Operations,Executive,36,0,8,6,9,2024-12-13 00:00:00,9,Often,Satisfied with current role
EMP00701,Employee_701,Other,Manager,51,10,1,9,4,2024-09-07 00:00:00,2,No,Satisfied with current role
EMP00702,Employee_702,Operations,Team Lead,55,7,5,9,6,2024-05-18 00:00:00,10,Sometimes,Workload is manageable
EMP00703,Employee_703,IT,Executive,31,5,8,6,8,2024-07-09 00:00:00,4,Often,Good work-life balance
EMP00704,Employee_704,Operations,Team Lead,75,11,9,6,3,2024-09-27 00:00:00,10,Often,Career growth opportunities needed
EMP00705,Employee_705,Other,Intern,61,9,2,8,9,2024-09-29 00:00:00,10,No,Satisfied with current role
EMP00706,Employee_706,IT,Manager,36,0,2,6,10,2024-09-03 00:00:00,4,No,Satisfied with current role
EMP00707,Employee_707,IT,Manager,72,3,6,8,8,2024-08-11 00:00:00,7,Often,Need better management support
EMP00708,Employee_708,Finance,Team Lead,47,8,6,10,8,2024-11-06 00:00:00,10,Sometimes,Feeling stressed recently
EMP00709,Employee_709,IT,Executive,57,8,9,6,6,2024-12-09 00:00:00,4,Often,Feeling stressed recently
EMP00710,Employee_710,Marketing,Manager,74,8,10,6,5,2024-04-28 00:00:00,2,Often,Satisfied with current role
EMP00711,Employee_711,Finance,Developer,43,1,7,7,10,2024-10-07 00:00:00,6,Sometimes,Workload is manageable
EMP00712,Employee_712,Marketing,Developer,71,3,8,7,8,2024-06-06 00:00:00,1,Often,Satisfied with current role
EMP00713,Employee_713,Operations,Executive,30,6,2,7,7,2024-07-10 00:00:00,2,No,Good work-life balance
EMP00714,Employee_714,Operations,Team Lead,64,2,10,4,4,2024-04-03 00:00:00,3,Often,Good work-life balance
EMP00715,Employee_715,HR,Executive,67,9,9,4,7,2024-07-22 00:00:00,4,Often,Need better management support
EMP00716,Employee_716,Other,Analyst,57,11,5,6,10,2024-05-01 00:00:00,1,Sometimes,Satisfied with current role
EMP00717,Employee_717,Operations,Executive,34,3,9,6,7,2024-02-13 00:00:00,1,Often,Workload is manageable
EMP00718,Employee_718,Operations,Developer,30,4,6,8,8,2024-06-12 00:00:00,3,Sometimes,Need better management support
EMP00719,Employee_719,HR,Executive,65,10,1,4,4,2024-11-25 00:00:00,4,No,Need better management support
EMP00720,Employee_720,Operations,Developer,67,7,6,5,10,2024-09-05 00:00:00,3,Often,Need better management support
EMP00721,Employee_721,Operations,Developer,34,5,5,10,9,2024-03-04 00:00:00,10,Sometimes,Career growth opportunities needed
EMP00722,Employee_722,Finance,Executive,43,2,7,4,10,2024-02-13 00:00:00,2,Sometimes,Satisfied with current role
EMP00723,Employee_723,IT,Manager,55,1,5,7,10,2024-01-05 00:00:00,3,Sometimes,Good work-life balance
EMP00724,Employee_724,HR,Manager,62,4,6,6,5,2024-02-10 00:00:00,10,Sometimes,Feeling stressed recently
EMP00725,Employee_725,Finance,Developer,47,3,9,8,7,2024-09-20 00:00:00,8,Often,Need better management support
